,Unnamed: 0,job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,experience_encoded,company_encoded,job_category,job_cat_encoded,job_clean,residence_category,region_encoded,map_category,map_encoded
1930,1930,Research Scientist,Entry-level,Full-time,On-site,2023,United States,250800,USD,250800,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
1931,1931,Research Scientist,Entry-level,Full-time,On-site,2023,United States,167200,USD,167200,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
1932,1932,Research Scientist,Mid-level,Full-time,On-site,2023,United States,144000,USD,144000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
1933,1933,Research Scientist,Mid-level,Full-time,On-site,2023,United States,76000,USD,76000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
1934,1934,Data Lead,Executive-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,1.0,1.0,Management,7,7,North America,5,North America,5
1935,1935,Data Lead,Executive-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,1.0,1.0,Management,7,7,North America,5,North America,5
1936,1936,Data Scientist,Entry-level,Full-time,Remote,2023,United States,156450,USD,156450,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
1937,1937,Data Scientist,Entry-level,Full-time,Remote,2023,United States,119200,USD,119200,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
1938,1938,Research Scientist,Senior-level,Full-time,Remote,2023,United States,150000,USD,150000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1939,1939,Research Scientist,Senior-level,Full-time,Remote,2023,United States,130000,USD,130000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1940,1940,Head of Data,Executive-level,Full-time,On-site,2023,United States,247500,USD,247500,United States,Medium,1.0,1.0,Management,7,7,North America,5,North America,5
1941,1941,Head of Data,Executive-level,Full-time,On-site,2023,United States,172200,USD,172200,United States,Medium,1.0,1.0,Management,7,7,North America,5,North America,5
1942,1942,Data Engineer,Senior-level,Full-time,Remote,2023,United States,97500,USD,97500,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
1943,1943,Research Scientist,Executive-level,Full-time,On-site,2023,United States,220000,USD,220000,United States,Medium,1.0,1.0,Data Scientist,5,5,North America,5,North America,5
1944,1944,Research Scientist,Executive-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium,1.0,1.0,Data Scientist,5,5,North America,5,North America,5
1945,1945,Research Scientist,Senior-level,Full-time,On-site,2023,United States,303050,USD,303050,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1946,1946,Research Scientist,Senior-level,Full-time,On-site,2023,United States,202350,USD,202350,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1947,1947,Data Scientist,Senior-level,Full-time,On-site,2023,United States,201650,USD,201650,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1948,1948,Data Scientist,Senior-level,Full-time,On-site,2023,United States,124600,USD,124600,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1949,1949,Data Analyst,Senior-level,Full-time,On-site,2023,United States,145000,USD,145000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
1950,1950,Business Intelligence Engineer,Mid-level,Full-time,Remote,2023,United States,89500,USD,89500,United States,Medium,2.0,1.0,Business Intelligence,1,1,North America,5,North America,5
1951,1951,Business Intelligence Engineer,Mid-level,Full-time,Remote,2023,United States,65000,USD,65000,United States,Medium,2.0,1.0,Business Intelligence,1,1,North America,5,North America,5
1952,1952,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,328400,USD,328400,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1953,1953,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,205600,USD,205600,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1954,1954,Data Engineer,Entry-level,Full-time,Remote,2023,United States,85000,USD,85000,United States,Medium,0.0,1.0,Data Engineer,3,3,North America,5,North America,5
1955,1955,Data Engineer,Entry-level,Full-time,Remote,2023,United States,61800,USD,61800,United States,Medium,0.0,1.0,Data Engineer,3,3,North America,5,North America,5
1956,1956,Data Analyst,Entry-level,Full-time,On-site,2023,United States,116000,USD,116000,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
1957,1957,Data Analyst,Entry-level,Full-time,On-site,2023,United States,72500,USD,72500,United States,Medium,0.0,1.0,Data Analyst,2,2,North America,5,North America,5
1958,1958,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,215000,USD,215000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1959,1959,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,169850,USD,169850,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1960,1960,Data Scientist,Senior-level,Full-time,On-site,2023,United States,147400,USD,147400,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1961,1961,Data Scientist,Senior-level,Full-time,On-site,2023,United States,107682,USD,107682,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1962,1962,Data Scientist,Mid-level,Full-time,On-site,2023,United States,225300,USD,225300,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
1963,1963,Data Scientist,Mid-level,Full-time,On-site,2023,United States,197400,USD,197400,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
1964,1964,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
1965,1965,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,136000,USD,136000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
1966,1966,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,204600,USD,204600,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1967,1967,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,126500,USD,126500,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1968,1968,Data Architect,Senior-level,Full-time,Remote,2023,United States,210000,USD,210000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
1969,1969,Data Analyst,Entry-level,Full-time,On-site,2023,United States,86500,USD,86500,United States,Large,0.0,0.0,Data Analyst,2,2,North America,5,North America,5
1970,1970,Data Analyst,Entry-level,Full-time,On-site,2023,United States,40400,USD,40400,United States,Large,0.0,0.0,Data Analyst,2,2,North America,5,North America,5
1971,1971,Data Scientist,Senior-level,Full-time,On-site,2023,United States,329700,USD,329700,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1972,1972,Data Scientist,Senior-level,Full-time,On-site,2023,United States,192351,USD,192351,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
1973,1973,Data Engineer,Senior-level,Full-time,On-site,2023,United States,280000,USD,280000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
1974,1974,Business Intelligence Analyst,Mid-level,Full-time,On-site,2023,United States,106700,USD,106700,United States,Medium,2.0,1.0,Business Intelligence,1,1,North America,5,North America,5
1975,1975,Business Intelligence Analyst,Mid-level,Full-time,On-site,2023,United States,97000,USD,97000,United States,Medium,2.0,1.0,Business Intelligence,1,1,North America,5,North America,5
1976,1976,Data Analyst,Senior-level,Full-time,Remote,2023,United States,175000,USD,175000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
1977,1977,Data Engineer,Entry-level,Full-time,On-site,2023,United States,88000,USD,88000,United States,Medium,0.0,1.0,Data Engineer,3,3,North America,5,North America,5
1978,1978,Data Engineer,Entry-level,Full-time,On-site,2023,United States,60000,USD,60000,United States,Medium,0.0,1.0,Data Engineer,3,3,North America,5,North America,5
1979,1979,Data Management Specialist,Senior-level,Full-time,On-site,2023,United States,123000,USD,123000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
1980,1980,Data Management Specialist,Senior-level,Full-time,On-site,2023,United States,93593,USD,93593,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
1981,1981,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,222405,USD,222405,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1982,1982,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,172800,USD,172800,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1983,1983,Data Engineer,Senior-level,Full-time,On-site,2023,United States,205600,USD,205600,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
1984,1984,Data Engineer,Senior-level,Full-time,On-site,2023,United States,105700,USD,105700,United States,Large,3.0,0.0,Data Engineer,3,3,North America,5,North America,5
1985,1985,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,263500,USD,263500,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1986,1986,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,189360,USD,189360,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1987,1987,AI Developer,Senior-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1988,1988,AI Developer,Senior-level,Full-time,On-site,2023,United States,124000,USD,124000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1989,1989,Data Engineer,Senior-level,Full-time,On-site,2023,United States,184800,USD,184800,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
1990,1990,Data Architect,Senior-level,Full-time,Remote,2023,United States,310000,USD,310000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
1991,1991,Data Architect,Senior-level,Full-time,Remote,2023,United States,206000,USD,206000,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
1992,1992,AI Engineer,Senior-level,Full-time,On-site,2023,United States,372000,USD,372000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1993,1993,AI Engineer,Senior-level,Full-time,On-site,2023,United States,223000,USD,223000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
1994,1994,Data Scientist,Mid-level,Full-time,Remote,2023,United States,131000,USD,131000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
1995,1995,Data Manager,Senior-level,Full-time,On-site,2023,United States,233500,USD,233500,United States,Medium,3.0,1.0,Management,7,7,North America,5,North America,5
1996,1996,Data Manager,Senior-level,Full-time,On-site,2023,United States,146000,USD,146000,United States,Medium,3.0,1.0,Management,7,7,North America,5,North America,5
1997,1997,AI Architect,Senior-level,Full-time,Remote,2023,United States,305100,USD,305100,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
1998,1998,AI Architect,Senior-level,Full-time,Remote,2023,United States,146900,USD,146900,United States,Medium,3.0,1.0,Architecture / Modeling,0,0,North America,5,North America,5
1999,1999,Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,78800,USD,78800,United States,Medium,0.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2000,2000,Business Intelligence Analyst,Entry-level,Full-time,On-site,2023,United States,44100,USD,44100,United States,Medium,0.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2001,2001,MLOps Engineer,Mid-level,Full-time,On-site,2023,United States,166000,USD,166000,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2002,2002,MLOps Engineer,Mid-level,Full-time,On-site,2023,United States,73100,USD,73100,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2003,2003,Data Scientist,Senior-level,Full-time,Remote,2023,United States,80000,USD,80000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2004,2004,Analytics Engineer,Senior-level,Full-time,Remote,2023,United States,80000,USD,80000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2005,2005,Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,202800,USD,202800,United States,Large,3.0,0.0,Business Intelligence,1,1,North America,5,North America,5
2006,2006,Business Intelligence Engineer,Senior-level,Full-time,On-site,2023,United States,104300,USD,104300,United States,Large,3.0,0.0,Business Intelligence,1,1,North America,5,North America,5
2007,2007,Data Science Manager,Executive-level,Full-time,On-site,2023,United States,272400,USD,272400,United States,Large,1.0,0.0,Data Scientist,5,5,North America,5,North America,5
2008,2008,Data Science Manager,Executive-level,Full-time,On-site,2023,United States,140100,USD,140100,United States,Large,1.0,0.0,Data Scientist,5,5,North America,5,North America,5
2009,2009,Data Engineer,Mid-level,Full-time,On-site,2023,United States,154000,USD,154000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2010,2010,Data Engineer,Mid-level,Full-time,On-site,2023,United States,103000,USD,103000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2011,2011,BI Developer,Entry-level,Full-time,On-site,2023,United States,85600,USD,85600,United States,Medium,0.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2012,2012,BI Developer,Entry-level,Full-time,On-site,2023,United States,57000,USD,57000,United States,Medium,0.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2013,2013,Data Engineer,Senior-level,Full-time,On-site,2023,United States,190400,USD,190400,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2014,2014,Data Strategist,Senior-level,Full-time,Remote,2023,United States,119636,USD,119636,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2015,2015,Data Strategist,Senior-level,Full-time,Remote,2023,United States,70374,USD,70374,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2016,2016,Data Engineer,Senior-level,Full-time,On-site,2023,United States,304750,USD,304750,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2017,2017,Data Analyst,Mid-level,Full-time,On-site,2023,United States,98873,USD,98873,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2018,2018,Data Analyst,Mid-level,Full-time,On-site,2023,United States,58161,USD,58161,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2019,2019,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,138000,USD,138000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2020,2020,Analytics Engineer,Senior-level,Full-time,On-site,2023,United States,85500,USD,85500,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2021,2021,Data Scientist,Senior-level,Full-time,On-site,2023,United States,307100,USD,307100,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2022,2022,Data Scientist,Senior-level,Full-time,On-site,2023,United States,216800,USD,216800,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2023,2023,Data Scientist,Senior-level,Full-time,On-site,2023,United States,153600,USD,153600,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2024,2024,Data Scientist,Senior-level,Full-time,On-site,2023,United States,106800,USD,106800,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2025,2025,Data Analyst,Mid-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2026,2026,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2027,2027,Data Engineer,Executive-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
2028,2028,Data Engineer,Executive-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium,1.0,1.0,Data Engineer,3,3,North America,5,North America,5
2029,2029,Data Scientist,Senior-level,Full-time,On-site,2023,United States,162000,USD,162000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2030,2030,Data Analyst,Senior-level,Full-time,On-site,2023,United States,164640,USD,164640,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2031,2031,Data Analyst,Senior-level,Full-time,On-site,2023,United States,131712,USD,131712,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2032,2032,Data Analyst,Mid-level,Full-time,On-site,2023,United States,74800,USD,74800,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2033,2033,Data Analyst,Mid-level,Full-time,On-site,2023,United States,63600,USD,63600,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2034,2034,Data Engineer,Senior-level,Full-time,On-site,2023,United States,253792,USD,253792,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2035,2035,Data Engineer,Senior-level,Full-time,On-site,2023,United States,158620,USD,158620,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2036,2036,Business Intelligence Specialist,Senior-level,Full-time,On-site,2023,United States,259900,USD,259900,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2037,2037,Business Intelligence Specialist,Senior-level,Full-time,On-site,2023,United States,139200,USD,139200,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2038,2038,Research Scientist,Senior-level,Full-time,On-site,2023,United States,293000,USD,293000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2039,2039,Research Scientist,Senior-level,Full-time,On-site,2023,United States,185000,USD,185000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2040,2040,Data Scientist,Senior-level,Full-time,On-site,2023,United States,115500,USD,115500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2041,2041,Research Analyst,Mid-level,Full-time,On-site,2023,United States,142000,USD,142000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
2042,2042,Research Analyst,Mid-level,Full-time,On-site,2023,United States,102000,USD,102000,United States,Medium,2.0,1.0,Other,8,8,North America,5,North America,5
2043,2043,Data Quality Engineer,Senior-level,Full-time,On-site,2023,United States,141600,USD,141600,United States,Medium,3.0,1.0,Data Management / Quality,4,4,North America,5,North America,5
2044,2044,Data Quality Engineer,Senior-level,Full-time,On-site,2023,United States,121400,USD,121400,United States,Medium,3.0,1.0,Data Management / Quality,4,4,North America,5,North America,5
2045,2045,Data Engineer,Senior-level,Full-time,On-site,2023,United States,240000,USD,240000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2046,2046,Data Analyst,Mid-level,Full-time,On-site,2023,United States,55000,USD,55000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2047,2047,Data Analyst,Mid-level,Full-time,On-site,2023,United States,49000,USD,49000,United States,Medium,2.0,1.0,Data Analyst,2,2,North America,5,North America,5
2048,2048,Data Engineer,Senior-level,Full-time,Remote,2023,United States,135000,USD,135000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2049,2049,Data Engineer,Senior-level,Full-time,Remote,2023,United States,200000,USD,200000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2050,2050,Data Engineer,Senior-level,Full-time,Remote,2023,United States,180000,USD,180000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2051,2051,Data Scientist,Senior-level,Full-time,Remote,2023,United States,168000,USD,168000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2052,2052,Data Scientist,Entry-level,Full-time,On-site,2023,United States,105000,USD,105000,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
2053,2053,Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,115600,USD,115600,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2054,2054,Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,79700,USD,79700,United States,Medium,3.0,1.0,Business Intelligence,1,1,North America,5,North America,5
2055,2055,Applied Scientist,Entry-level,Full-time,On-site,2023,United States,281700,USD,281700,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
2056,2056,Applied Scientist,Entry-level,Full-time,On-site,2023,United States,141100,USD,141100,United States,Medium,0.0,1.0,Data Scientist,5,5,North America,5,North America,5
2057,2057,Data Specialist,Senior-level,Full-time,On-site,2023,United States,173100,USD,173100,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2058,2058,Data Specialist,Senior-level,Full-time,On-site,2023,United States,86900,USD,86900,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2059,2059,Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,258700,USD,258700,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2060,2060,Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,133800,USD,133800,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2061,2061,Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,225300,USD,225300,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2062,2062,Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,197400,USD,197400,United States,Medium,2.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2063,2063,Data Analyst,Senior-level,Full-time,Remote,2023,United States,157000,USD,157000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2064,2064,Data Scientist,Senior-level,Full-time,On-site,2023,United States,208000,USD,208000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2065,2065,Data Scientist,Senior-level,Full-time,On-site,2023,United States,134000,USD,134000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2066,2066,Data Engineer,Mid-level,Full-time,On-site,2023,United States,65000,USD,65000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2067,2067,Data Engineer,Mid-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2068,2068,Data Engineer,Mid-level,Full-time,On-site,2023,United States,73400,USD,73400,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2069,2069,Data Engineer,Senior-level,Full-time,On-site,2023,United States,183414,USD,183414,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2070,2070,Data Engineer,Senior-level,Full-time,On-site,2023,United States,97200,USD,97200,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2071,2071,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,299000,USD,299000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2072,2072,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,187000,USD,187000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2073,2073,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,66000,USD,66000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2074,2074,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2075,2075,Data Engineer,Mid-level,Full-time,On-site,2023,United States,170200,USD,170200,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2076,2076,Data Engineer,Mid-level,Full-time,On-site,2023,United States,83900,USD,83900,United States,Medium,2.0,1.0,Data Engineer,3,3,North America,5,North America,5
2077,2077,Data Engineer,Senior-level,Full-time,Remote,2023,United States,101570,USD,101570,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2078,2078,Data Analyst,Senior-level,Full-time,Remote,2023,United States,177000,USD,177000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2079,2079,Data Analyst,Senior-level,Full-time,Remote,2023,United States,118000,USD,118000,United States,Medium,3.0,1.0,Data Analyst,2,2,North America,5,North America,5
2080,2080,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,234500,USD,234500,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2081,2081,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,127000,USD,127000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2082,2082,Data Scientist,Senior-level,Full-time,On-site,2023,United States,287500,USD,287500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2083,2083,Data Scientist,Senior-level,Full-time,On-site,2023,United States,168000,USD,168000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2084,2084,Data Engineer,Senior-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2085,2085,Data Scientist,Senior-level,Full-time,On-site,2023,United States,153000,USD,153000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2086,2086,Data Scientist,Senior-level,Full-time,On-site,2023,United States,136000,USD,136000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2087,2087,Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,254000,USD,254000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2088,2088,Data Engineer,Senior-level,Full-time,On-site,2023,United States,214500,USD,214500,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2089,2089,Data Engineer,Senior-level,Full-time,On-site,2023,United States,134500,USD,134500,United States,Medium,3.0,1.0,Data Engineer,3,3,North America,5,North America,5
2090,2090,Data Scientist,Senior-level,Full-time,Remote,2023,United States,136000,USD,136000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2091,2091,Data Scientist,Senior-level,Full-time,Remote,2023,United States,104000,USD,104000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2092,2092,Data Scientist,Mid-level,Full-time,Remote,2023,United States,143000,USD,143000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2093,2093,Data Scientist,Mid-level,Full-time,Remote,2023,United States,117000,USD,117000,United States,Medium,2.0,1.0,Data Scientist,5,5,North America,5,North America,5
2094,2094,Research Engineer,Senior-level,Full-time,On-site,2023,United States,370000,USD,370000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2095,2095,Research Engineer,Senior-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium,3.0,1.0,Other,8,8,North America,5,North America,5
2096,2096,Data Scientist,Senior-level,Full-time,Remote,2023,United States,275300,USD,275300,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2097,2097,Data Scientist,Senior-level,Full-time,Remote,2023,United States,183500,USD,183500,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2098,2098,Applied Scientist,Senior-level,Full-time,Remote,2023,United States,230000,USD,230000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2099,2099,Applied Scientist,Senior-level,Full-time,Remote,2023,United States,196000,USD,196000,United States,Medium,3.0,1.0,Data Scientist,5,5,North America,5,North America,5
2100,2100,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,253000,USD,253000,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
2101,2101,Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,172040,USD,172040,United States,Medium,3.0,1.0,Machine Learning / AI,6,6,North America,5,North America,5
